,median_house_value
13550,16725.28758018167
8620,27083.6055927875
12248,16672.31671686293
6976,58841.28595437587
12994,-759.5431595876435
768,22399.05210072288
16258,8909.906244188576
11894,-8271.317062883492
7560,26433.47208746709
8949,-75735.17473425157
8345,-3577.8392977060284
5593,24742.06441960865
2110,-1176.3761155790125
18911,46873.694132960314
20025,5662.38594207642
19664,-11973.215162497203
18633,-46791.91764330916
18321,-49328.97649026662
11624,88262.11324050571
18976,6494.721555510303
17940,-13291.885386253125
11483,7106.53817901283
8518,68418.81321057049
1503,10032.134838739468
5734,-126845.04063664831
12800,17798.971110148355
14306,3509.537772718584
15958,10827.05636113265
12594,-21742.67091921717
3602,10774.303975148767
700,-29131.224687764945
10354,109405.24686098093
6743,-17637.268777011137
7032,-389.4388848724484
4766,12992.369469058933
13606,-50545.53763981731
9746,65346.99955809489
3529,53163.19266698754
5263,-79452.46925424045
15933,-51859.870653312566
10714,-51764.985999550525
1463,-14476.34545921412
5113,19408.82750670245
1158,35845.14720278782
17955,-9679.128338806215
19748,2914.5845570598904
14377,-31878.936077282764
8765,-108044.10583503696
18072,-24841.48598504346
8109,12259.68998626506
5178,34619.623068747795
12073,19597.045416782203
16870,-3432.378093462088
10270,12043.823705456627
12363,-18684.212290815893
3846,58133.81355702912
17467,-27901.422828140145
17430,16376.756000047724
7810,-3356.4538578628562
7497,16093.565978575629
14884,57108.11954255946
9920,34127.732824932085
5396,-44981.055182631884
17807,29973.77702280297
16512,-79710.47061342305
13148,-157680.50552750568
19366,33687.10973857387
17676,27750.537021688215
3240,7801.171238443785
14519,10585.693062094011
2834,61060.58132712866
11623,-7524.5538524593285
9806,96364.25341939856
17047,-53112.03041385673
17019,3775.2198670767248
1795,25012.57190947316
13661,29560.01725885237
16092,-8435.028454344836
19446,-7553.327101561881
5636,-182459.60122897173
8146,39182.402120142244
16304,126854.96632143937
6589,-122031.7903618277
9867,45140.661320850515
17302,-45411.602702238015
6321,-87884.53983704367
2789,26298.031265475045
2682,3366.4250358903955
1724,31381.400984388238
14485,-95834.46043481492
12409,6310.747508093569
12106,117543.9723686784
3189,8570.370901145274
10074,27482.978916261956
1476,33882.89860802755
10818,-6870.858264246781
20333,52817.552120786975
20221,-28520.621599269565
4785,31962.569627469114
15399,-40311.04817159078
10584,29825.282055666146
5072,36554.76380492555
440,33258.97105170638
4001,32172.409138082003
8957,-138340.7745822978
10806,109954.43622458441
17042,-712.3288083887892
1556,21597.67478523188
15684,-50496.61127544276
2278,-4608.748259726941
18708,-10157.831100864016
7147,-15180.0061369873
19855,13845.999233434719
5454,-82224.41123717197
18777,22858.783945564282
14404,-169564.26850656464
16442,-10552.224404545515
20374,-85885.4564278993
9612,-8734.829327246436
19297,-57017.939978804905
14887,-10459.440527400002
17272,-10519.580730465677
6261,-6803.496818789979
1420,86820.65723527019
16474,-17105.71576282475
16415,-53354.971376250425
18749,179.17832448074478
11156,-18971.224924067385
18263,-101135.59353449545
7673,6319.297893677314
18400,26679.527473869704
2740,7867.969668905775
12185,41103.29267011231
17199,-63671.87073718442
3933,15414.102863703505
20194,75018.17740487744
18253,-103612.89733836369
4722,-10707.885152437259
19882,-10093.14616143737
13231,-49290.726569657156
5977,-50212.8051116571
3212,-5520.664020372555
6854,-112277.32050048996
18572,28843.389204798645
9743,1098.2445083336206
10697,48511.55715187479
11940,22658.89740507811
11113,-19993.537046534562
15196,26848.624566441344
3040,-47632.4546661615
6815,-22317.416214197845
6567,-48629.57838621724
16134,-20093.80019740376
3178,6434.730397900959
13270,-31957.880222490072
62,-8231.89053416859
5611,7455.934779442265
4804,65786.44851264369
11178,-4584.144557517022
20195,-1714.547417670663
5130,23116.891676564876
20190,41233.52966177213
9147,-35870.49952851469
18776,9504.03351936482
10881,-34141.87101019107
17794,13734.05374186614
10528,37408.28690166882
9977,-81474.55093393786
6160,-12661.776933435875
14032,17222.082314039348
4881,9601.86857483242
13457,5936.821300487602
13464,-13036.120849884464
20552,20072.512756199023
18143,-60916.64571913716
11944,56606.47238575906
15526,25367.181675930857
3476,13772.351975882775
10125,-48576.47960095166
4248,-145789.92282664706
4046,13736.156089276308
17626,-51415.39930747909
12785,292.4479550876422
20433,14672.124054096377
19833,-11756.653844295273
10099,7836.0178653455805
2342,12067.09718602625
9991,-34633.04032681284
6398,-208213.191060408
5623,-5946.991078958847
14307,75518.02074231138
20240,20803.10094260698
5376,-17945.196353502106
7245,-27218.453548418824
12745,-41563.28356138719
6483,-7934.265318702965
15123,-1361.559416294971
18563,3085.7793333102018
8275,2746.4885866873956
1994,-6172.420150194695
2411,-12201.277216527713
3906,80146.17126753426
8376,51280.620021226554
12222,-46744.83511514205
14260,14449.297534291705
17909,21347.405378108437
19338,2061.3763035558222
20016,20163.073761342996
11145,40867.01979192943
16580,-33038.28278863047
12289,2895.8014026735764
1164,20739.341921368803
8262,99333.1354872472
14044,23136.177648906043
6838,-46720.972814113426
10778,-51182.333937557356
7622,50909.43721830749
20351,15199.981696304923
976,-113684.59562365104
5358,-206732.8058291754
5514,-101103.7930412897
7272,23476.79011796243
7394,-22969.160334147833
500,-38122.30407368517
12666,-9276.112863572256
12737,34066.58114125495
4491,-34129.002786567784
19245,19805.255537801073
17026,-34790.05193469499
726,19966.836989026284
12509,-27098.642150847154
12616,22966.90752701048
10730,-150118.4080324383
11524,59814.367281745304
8921,-72302.31972601818
2349,-807.8278798839892
11599,-9273.392861379194
4687,70926.39646746311
4504,3436.913937341349
19437,-16217.30471589489
13673,-5118.471587851236
201,-11082.891985731418
5493,38112.14101598121
13524,-888.4561494250956
17419,51537.065047846
18430,12836.294165842817
9896,16600.173301162664
19011,4984.763773758721
4601,45270.105663380586
7405,-12263.639034921012
11608,26367.11123579851
17654,-4676.947479176859
11531,145477.82517270054
3239,31683.123718760966
8196,12903.35624372636
1580,-65978.20828074275
96,85441.47652921581
17966,6524.615207590745
13509,19852.77339174303
14730,49831.432969954214
11036,-26907.644656927412
18792,-24990.448802287137
7448,10119.58382785105
11924,41940.13132034251
13501,2686.528631818015
10897,9602.969776037033
2449,8400.889455421435
16962,-34628.27062955126
15629,170621.18568870105
5008,51360.43301846355
15055,35277.12575949138
15536,64343.592333989625
5818,-72352.89752417049
10064,-6950.058792286669
16204,54086.205422550585
10220,15757.716863365407
3748,-19547.885626171308
747,39157.91837864218
2534,1012.050616775552
14649,44951.44599948704
1475,-32172.623977316747
14490,32350.70960079343
5261,-21030.43669405178
397,6553.701606301707
1441,-18225.743561408715
17046,-76501.3798631907
18747,-12579.502271438658
20344,-65431.8846553496
1657,2047.8044341320929
20407,49681.73268831964
18707,-8585.48320918894
9908,-24914.690878762805
10073,37271.86528962935
20043,29703.333426701924
14625,55854.80896136747
18960,29762.936194615962
1081,-110175.67543415472
16295,-3183.525991182265
13892,2120.4729712331027
6489,-11045.137889267266
20118,6382.079581802434
4253,60446.66916636599
15354,29394.634388687264
15046,-29406.566637238022
14189,8536.0119685666
8389,-5068.026530892268
11973,-1991.3706473221246
13642,3360.570233595674
375,51048.32562189025
18216,2671.3132350363303
12537,-21995.127250653546
13751,-7334.842682708084
12652,9445.43132051012
18560,-24504.112957252946
18401,41636.43921598152
8398,-10550.726646640396
15477,-13913.093992711394
13390,-16764.046089848765
1320,-27737.40140203951
13402,-14021.810514721234
5502,145925.2757760308
2523,12340.507872109069
2518,-4194.4853389787895
17691,-23429.57899743988
6941,-16513.76841227204
16746,-16867.628825744177
3385,-30696.52760909649
1656,-74421.63490030798
8884,-391.83757632563356
16459,4821.922792999743
14472,-56668.15320465778
16149,-18753.75625174545
4699,-110740.66189587326
6178,-16046.106284882582
4286,-8747.271531230828
16307,33213.51855649118
7249,-8078.931774723314
7827,35378.586339580914
235,14472.518468487571
6606,-29016.143449207768
2860,2668.684825028089
13929,-123277.3513690595
8201,34540.79446591137
16614,-56389.84847433929
13332,-20396.804982438654
17785,-27202.090857340547
5600,-2337.020174608566
1025,19003.23506787099
1145,17185.413524008458
14961,-20820.530237046158
16182,-24777.324089473273
11591,38230.658402363304
10621,-21595.287836992793
9880,135803.34865371187
5420,-35588.31160467083
18674,19828.27781939949
17944,-59325.73951108885
17863,24676.405938132462
15556,-43891.0942705388
11536,143976.6266642188
8742,-50845.097182607045
6907,-27203.545924311882
7579,82096.37694619253
9878,125149.62779255712
15844,70126.25323383091
20003,-11828.50527752735
10840,-26753.468638342572
19419,-49333.597366177026
751,-40569.74585053002
16533,-4567.338404816226
16693,32683.744638138858
13204,13378.554537264165
15382,-47949.03355172416
19787,-26791.19407547207
5556,-49634.598957935144
2292,8499.60039851116
14594,2234.2705229032144
6294,24430.910846979707
18162,-20306.4079587718
5336,-169658.17145661617
19775,23839.09484693018
10651,-108264.98068866343
18051,39230.09438104648
15310,-106133.58475818433
2105,197.32387610853766
12184,42151.56910658014
13779,1933.008297936467
12766,10164.751258427277
6225,-250.64117059324053
15635,-271525.8538980211
728,10989.805346925714
2446,990.2056480926112
6517,-17911.928411643166
7305,5562.300800815166
4844,8214.219118976238
756,-56339.083616118645
18614,28527.166207731003
18475,-41054.72480337479
16889,-13858.431293583359
5547,50792.21040957514
8317,-67956.17088103888
2865,-20900.65467772304
8644,-14048.965259856428
12844,13132.580040192828
18252,-23840.998997904884
2264,12599.224184087405
12205,3784.2340437362145
11310,51186.82427314116
17111,21749.978242024255
8359,85051.47599126058
11695,67123.86071863992
5705,-62340.093589559954
19477,-21860.209729143884
6060,-59341.29553389267
3904,11346.516406896699
8254,89290.93301561777
12137,18622.75704627871
19555,-13885.211528457003
17250,-113878.0440354218
5187,59293.35020563443
10989,-41851.763968983374
20444,50108.91394931817
14052,2907.921249198698
13881,4932.4804227862915
18155,25341.784025286557
8027,64029.648018054955
9022,-132426.00440908002
16688,-20256.264268026862
2097,10777.17831916397
10318,12488.099175248877
14218,-26747.380543813153
10109,-26875.97128511581
17289,49058.85187837854
1166,8666.23216669896
11186,45809.157199787034
4452,-24830.572741874406
14705,51440.879599756096
17490,-33591.193326996174
3640,25529.48981032701
20576,17303.35834482817
3589,25784.738532186893
4457,-41421.71433439382
15881,-50942.217939074326
20048,1729.8070239940134
20550,2067.8866489589127
13229,33649.76721624477
6022,11563.25876269507
1002,-19083.41053897713
12713,9248.375273418205
10299,4263.757932858309
15489,18956.041677592788
1719,94012.48877895926
4135,26100.652383668552
18418,-2601.1206977688707
1983,-32693.515662844075
16291,16994.4423935722
694,-36785.63192246965
14521,3380.5986399950343
12516,35181.937556282704
7573,25270.147188183415
11340,-883.4779790951288
563,-2041.1201219824725
12144,14487.643575050053
11637,56423.85013992683
4953,79026.66924638447
15406,-20378.027545569756
9428,33550.21441518603
12835,-6668.6654946582275
17882,193528.16465971287
12649,23392.269033053555
16582,-20621.028201018547
9343,7983.621069250687
18299,-115043.37111775641
5898,-23352.14550045086
13580,-362.5879416241223
18153,-69758.6921172638
8168,-43365.54205830477
11250,-5472.819783976534
11325,-17252.31385925415
6697,60949.75097900309
1037,23123.680108584085
15156,37833.93643599047
16876,-93984.5469778991
3554,-13464.549037860852
4042,9578.24800309242
8516,-35533.95529079807
18836,-39188.713359348854
11316,-148616.08632242942
7800,53718.16896603056
9542,-10159.027588008365
9784,110465.5982376608
1833,-4368.834909383877
5784,18133.776421320217
12485,-33791.75281758259
17987,53578.7896225648
8426,-21561.426145540667
20365,58564.58385081636
16111,-9249.033858566312
5888,13385.024396848865
4550,-11382.29992852459
15183,-130801.35808156093
7264,-237.89871997997398
12352,102.59801653993782
11663,20327.360012207384
18161,-867.46085793362
17041,22772.690564668737
9026,-85811.04859856504
3297,6456.730807759188
960,42833.46536736225
17357,27207.351781026577
15692,-17436.822933992662
15030,-6480.712810389494
11044,25106.557889486314
14842,-9747.764613322259
11717,-34878.4388698602
3294,8064.100576030629
2709,27801.62023038391
9766,-47525.1725125222
18734,27777.638871757197
12407,-37680.671850858445
10554,-4056.951235241082
17736,-22680.486983488343
12379,-868.0606663491199
8734,-25756.023039512715
2491,16677.541110747887
6942,-186.86680873518344
18431,4670.3374159298255
18692,-63600.32556866255
8952,-39189.517795957596
11621,-92596.82763953673
19077,-24469.81649812046
18815,18949.826355588622
15584,-25937.987982909806
3755,61360.761327339365
14110,20746.736508018803
18036,35423.57759837975
2024,7333.466555803927
4426,-3517.873842681467
9744,52487.74911861753
7557,9051.027822747885
17225,11831.858957520511
15122,-9497.742864628497
10070,-47930.12042934324
3701,36658.687630207074
18272,-60218.17305833055
37,30698.066871432995
10008,-40691.135220796656
546,48747.51082881779
6603,21255.340071513056
7180,-21930.259129259226
11867,-21719.815889023797
9233,5463.313829839317
17904,5999.788436264673
14239,10719.939815248072
15812,-7380.6031755768345
720,-23958.37373901991
8477,105885.27066341156
13494,-27367.94067266924
6289,37180.84632460124
6949,-41833.68914727398
9562,5989.620450033748
3097,20961.712327273795
19173,12827.187066330167
8847,10879.86014362512
4796,8611.787978479115
17972,-64457.569967775315
14190,-13987.884197822874
5983,42093.54445382615
918,15295.6220598699
13097,-21819.135305844422
18191,-7136.841029515839
3397,66385.16803450763
18160,-20121.93990460242
14992,25293.507630649547
3949,60265.132103457465
13114,19232.3059284123
7519,38006.67805645417
13832,2008.468802043266
18864,31943.773270962178
11147,2274.9570310763957
15867,-49415.26322754839
5887,194614.9378535665
8428,9631.682068065275
753,26139.886908066022
13461,11396.11074887542
11807,-6565.83482047799
16179,36118.569009609506
13285,19542.777404410765
3907,39565.613922701625
1787,59675.747945073206
14811,-59127.549878726015
1063,8930.468465049285
9132,-10531.76953525332
6331,-60001.617634926806
1859,-62643.68080020018
1923,-28804.03928993203
12674,14715.03965525805
6619,23328.92118341895
13597,57746.64827711621
14304,8858.63999053929
19063,-105482.00617399384
3209,10997.458394060464
6211,-7562.051785001066
3685,-12415.402771213732
2633,11491.628773728662
16407,-18364.139136032376
12610,-15249.93167859345
287,23679.18282666171
5313,-96503.26948257087
502,-51986.83031610101
12650,6290.96990034089
18932,-57097.85120835966
18095,-144059.71987887064
4285,101345.57870265594
14198,6602.192434936544
18367,31220.432634985948
18233,79575.53213610029
4941,29589.77095058834
7438,-22642.24618228519
15241,-5662.745730711962
12456,-91196.41203679336
6599,14333.835214073828
16144,-140009.28396214766
4265,-232238.96928874773
10498,36968.46084158082
16013,51447.80531271262
14424,-193254.58892236598
443,-6305.307767967985
4772,-6585.455030346173
5389,-2077.190822260047
10977,-15601.398478054762
14444,-28048.586417479208
5321,-64985.354575148085
19260,36241.18871135259
20266,-19920.895585080812
16768,36103.96785668749
12045,22917.43453833362
11966,-824.133636101833
306,5847.793899917597
14756,-8213.90046284374
1829,-7944.3212577310915
1003,-1525.0222413625743
5134,28657.421269299928
19154,6612.4044490488595
7276,-3128.694460817598
14924,1135.944039795315
7584,48143.737483103556
4626,-16992.86262964981
15532,-16919.75554915279
7342,-25850.808376977802
13943,-5596.503923964454
19278,16431.522498489707
792,32856.64099334233
13618,-1981.2363831855473
14954,-29573.028370904387
1619,-36866.37298655161
1650,8428.116409867042
15453,7299.419256194553
2561,-4293.887258424191
3116,-22209.041523676584
12813,18621.132549563074
19907,8143.684179997552
1970,13408.513220194087
8130,30467.775809890532
6964,47201.72752451344
695,21117.441511893965
3055,2048.3275566715747
8560,-24855.764183349675
914,24130.56367156742
17483,32803.07387583458
14140,-7936.847800205214
14635,-96952.31148497862
15038,-19265.266122403962
2487,7686.781463417778
15552,-60618.33551733478
5379,-47006.84089636977
16238,61353.78274781536
17460,76516.5385205224
10428,93570.980291544
6038,-6219.480427567469
8684,11080.645148060867
6887,-26023.747751387302
1568,28271.509811930242
18240,-126812.44687686468
946,-31476.57266945037
10641,-149575.35069496962
10926,-11099.365511730517
6733,-86356.14986784896
15261,-34452.84840245836
11643,62691.96218685678
10442,42313.852389569685
11880,-23494.278733119456
3581,-27483.9068905217
18890,70754.68356813793
7815,-27401.407072315546
1706,26831.89840314805
19512,4466.368684887828
12401,25349.809718066637
13684,15793.671445638
765,2399.515968030086
5408,257.6269623299013
12964,36317.906333002
6300,-46264.283384130045
3252,37274.764743643726
11433,-26.068143068929203
17716,16975.878223098698
10582,-71616.72014324542
4392,31466.16833183763
14647,32962.42298552164
4369,-104148.9264618353
782,46949.668400008784
11895,17981.000528869918
3891,38536.09504261421
9228,3705.0277207832987
8280,10537.74726108805
12697,15020.765324919805
8264,-55241.08332198637
14265,1599.0549650000466
5905,-10220.666071123327
9025,-160693.133345766
15671,-31131.950971485232
4249,-97543.69596507098
12763,-1599.0839260779612
612,19466.032961210265
12435,23550.02890810238
17527,-31785.666738121043
10383,61713.3750215093
4240,-109761.15755242633
10216,34797.68698426144
6960,23362.977251312754
3433,-11448.300427344628
9637,-66052.31395559722
5869,572.1167848379991
4233,-73279.63675878232
10199,68098.44165869363
13804,9970.04614551575
378,26890.73320307852
13309,-339.6106258467189
13036,-40476.37007287919
16847,21090.054098706634
3464,-6837.284913258452
19158,-11907.991758073098
577,-126379.6807520499
19044,-4723.065859150476
13243,-80550.11316532892
16030,-560.192906895827
18686,-98113.92746828485
16797,-4719.1549274906865
11188,-24277.742331013287
5867,81058.76789532183
168,34717.15996048541
15073,34555.40947564438
18548,-52845.87606745461
11053,10679.019268405944
1668,-1301.9971392524894
18704,-5496.334792846712
15116,46457.734546010324
14679,-10217.695982719975
8210,5149.053749126906
10995,-19713.51112713857
17434,115019.69974234074
19979,-54141.79950401795
2318,11686.51794952809
4657,-209015.19890447712
19845,4758.484686825745
7662,49071.77096973601
9677,-58176.77655078015
19358,32334.868894096377
18206,1557.465297743387
435,-103320.67408912732
1152,-1731.0119245837122
12623,66373.392370168
5152,26420.64403981436
5984,3698.884021912352
18179,22066.55336345348
2754,5495.341197329253
4402,1240.0408654216735
8650,31121.263156810543
13749,-5934.773981417471
1705,29201.535659213318
3911,52568.98409973798
7745,33240.39174465198
16406,-46679.46814393019
174,618.5206899132609
12424,-12731.522545567394
4849,1048.957455152995
5276,60288.74921637378
13079,17756.446624783508
19623,-30918.500011528915
7238,-11208.031008053978
18880,1791.7878828548128
1863,-93430.3937442986
11208,-20029.747510983405
14405,-134747.45694303233
7494,32424.613077314018
9021,-53098.77422633965
3191,29525.43159882506
20631,30404.93217798049
6500,32880.9060833269
5986,114574.46814600867
7960,-8476.989006220829
8606,-60556.288703897386
6502,24190.397204005043
16301,23104.011584762076
11003,19879.561229348765
16195,22247.627786286204
13829,-29492.299499682136
4955,47973.21379658778
10578,35982.87158227622
19770,20226.1323351607
7006,24401.513395229267
17721,13153.234424372436
6690,-95136.95022934792
12242,5829.9467687365395
17862,-65898.88071067323
9605,-2290.162006961764
18732,-9818.379325138521
3417,1986.2724843716715
19731,7323.138351437854
6957,42972.39856570141
9995,6110.1006191219785
2125,-5424.84174083118
13219,-5815.156833601315
854,-9343.649572852999
2763,49885.73017258711
19719,39395.55134700515
13579,-9836.827263273299
11136,-8749.840648413112
1796,2598.050068542827
9544,3966.4596211230964
19604,-11263.579274415082
20104,-12086.422592410265
12101,-13912.640714852052
17465,66210.86341853003
20608,18499.630530888855
2258,5825.745469228976
15086,-15923.571087221935
17633,44666.03553134884
5304,-1305.909521137597
19530,-2042.9286356734228
1005,-19297.75201566235
750,56468.9281779016
19306,-41859.89003153052
13707,24730.938204583523
13234,-87867.54413722892
9634,14541.63054758939
17342,71437.96870647682
8526,67207.6927363784
17660,-56756.06031889151
8532,-18507.652097508486
3340,37992.54961878479
10682,2453.9210002022446
10935,-35855.109698302986
8507,-38333.36997909553
3087,27049.68602140603
19879,12358.962992219123
15250,33741.91833821265
17466,54827.36950487923
16254,11701.75899879384
9913,-9289.927711618933
8683,-42262.37249863558
14666,10085.730278926087
12017,2251.191945692379
4545,8769.997937287873
5126,-903.7374664944655
1644,-68151.82731119718
227,11179.721550058806
7593,15078.629929617717
5614,-2143.6601471586328
11736,-28019.176573687815
2526,21940.002554128587
14567,-32357.128311272594
11051,55830.40963014931
2609,-18591.93350732207
17317,40197.89458020046
19545,7588.440882529714
18483,-69014.36269805423
14596,51073.24550141269
14100,6553.3585903915955
157,40895.59111904702
12734,8299.065511884051
4875,-222039.53341706825
17847,-21486.19462342144
15529,45887.5198325809
5040,43954.55093556474
18085,-36411.29623753391
9933,-40353.81525184438
12773,8744.70114985769
9454,-213.30057581703295
12259,10836.44561825956
19428,-14248.562891393478
13116,-43557.83725077985
7750,27195.473851358576
18244,-61595.36332845088
16292,19179.91305567263
11567,-1762.2830259370967
16440,2940.7985348483344
4939,42482.087427926395
9437,-15419.173721762229
18961,-6383.462233607221
17816,53480.85760424065
10217,36070.28681582183
10201,6967.257696662215
3079,12972.343542154777
1155,8864.343353584569
19760,31925.214978251315
8041,7537.826199244912
8496,41330.74972452404
10452,-43508.09213823016
4239,-55250.97486874729
19195,26543.20608249004
1084,35059.08599151188
16276,17450.45857532852
4487,-22976.577641924814
6026,-2286.237655138946
19682,27616.533230619345
2855,26442.97545138732
19279,-16065.135059580556
18978,12243.736270521593
8069,-144195.05620294297
17201,-63650.81981247867
4300,9350.759364269761
16148,-127131.86665958818
1783,26430.93562501864
10491,-219603.10951790115
10421,-38272.113622757985
971,22271.686693371856
8285,-14287.766630970524
15792,-127211.79505088719
7241,-2873.0198204573826
12461,20833.887569054234
7357,-13826.687635981769
645,49921.3223677373
5096,40388.13571078639
17846,-478.64189111441374
9504,18759.748188040394
15652,-208562.1305606002
18509,72960.86726043897
2815,3759.22169542333
13960,-2527.9937450454454
8993,70752.66266997613
18556,19359.812877736287
18541,-97686.76627776225
1489,-85940.84931090614
7889,-75821.26461527814
15060,17723.170996313624
13705,23809.61857556968
2262,2316.1477910274116
5117,21145.477508310767
2325,-27189.57210008084
5141,16904.621841045548
7601,36735.51274251638
16076,-21087.07177827583
6745,-37523.25151909338
11247,36052.68077786395
7312,-33045.14149836644
4961,18454.99299822026
15770,24712.271538888686
10800,-69714.87948875868
12596,-17549.211065836396
13557,26709.62468373448
1596,-37641.360869721044
10103,-43802.235075391014
4642,-247243.10167146148
10871,-16381.94257874199
4776,17842.03618155967
12557,-3399.4736672902072
10619,-4305.614776138682
11190,-31495.515865527414
465,29012.191693552682
10430,-32766.8982199943
1243,28617.67839150173
3804,-43035.00215209852
2363,-38263.92253703109
5062,5853.482538484677
12682,34462.17513104703
7658,26190.375002559886
2925,-9125.905082937068
13350,17228.98223515303
8239,49508.72084970522
4788,-3710.9604686673993
12599,-5257.682409698973
20066,-8470.687199078937
4498,30458.041357342416
7415,-3495.2639862469805
7555,35903.163036318176
8974,-225173.39740055345
6701,55121.48497122235
16919,22716.414979173627
19071,-34164.105151744036
9765,30773.234423362883
10893,-28779.73049582666
16713,13706.588748534181
984,-11912.005029090273
10473,50784.75178267254
17959,-44958.88965136028
18624,1229.1887601991184
9451,-50871.540334244346
14354,97590.0588319806
14515,52741.315905887284
11564,50360.52847516144
6748,-27301.980533063383
15714,-6326.9353210552945
18873,23924.475045209983
4921,15880.784874538425
18665,564.1836340481532
3375,12992.913990939443
9191,50403.08169702426
4359,14025.037908037135
12968,7883.117481671827
6693,-19947.345059307292
9944,25684.52015428181
5910,-34661.378536399076
15801,13955.729674389702
19383,8785.901723613046
11088,29440.952849006222
12717,-65008.41965050931
7709,62284.741546872654
758,47621.876822971826
9185,-34940.28761826333
17662,-5167.017460203846
258,12794.807121321428
5876,72126.4196513542
16845,8048.313339463319
11458,-36395.134603051236
17523,31841.000642220984
8678,65606.55971980072
1419,-84525.5387189227
2512,18998.36302182745
9471,-57280.44359730193
20388,-33376.127224111115
19594,-12607.78172016317
9980,-49689.39574784979
8442,27079.661144547543
12003,-3398.076132734568
17233,38359.0178190319
9802,-78157.97161961108
12810,9283.44732291394
8846,4289.83001552592
2199,28159.599473319453
17367,36886.291545250686
16386,36114.15427559195
7994,25751.475841820124
1637,-25873.39630520105
8204,11942.25428848184
16890,37211.142698160256
7541,35457.98566840135
7529,39241.42388012953
12762,-11345.636232329838
1647,-145314.919929492
4614,-57492.65180944657
4033,-42040.221595662995
11076,-27896.736916397174
11047,-2492.4374870333704
16000,-49215.784411529254
17313,-201439.2173222692
15392,-87050.86119832768
20544,-120581.4174013521
8609,47776.29871278431
3193,18963.726598680543
14801,-3.225311008223798
16995,-83282.23398938513
13389,3737.2712726775208
17112,28057.540651477873
13999,42038.57050719492
1921,-16375.08718878383
11888,3511.5463728232717
14201,-2742.9221669424587
7485,5657.616233321576
18807,-22408.77569028386
14498,93255.50305340945
3323,28363.123909744754
8823,-84081.71514829376
10929,-25234.162226387038
10054,-72010.88860262086
310,45904.76483732043
735,78118.97410820553
20303,58185.53153373985
9372,-25374.058249244466
10396,-55508.78769894643
2204,56578.34642220038
4014,6405.365415368171
11097,34720.36976556096
4263,-93308.283716059
11002,1008.9905355251394
13945,63964.892280165164
10572,49896.83534495084
2319,343.10091224173084
5395,-155114.9068747763
19709,-15356.875490843711
2876,7427.4856115896255
1207,9028.793855391254
16944,-36005.073060406896
10097,-624.8925167502312
19857,19162.574912611948
1715,13539.149833489937
1877,-16751.207649126954
12271,-13921.980968197488
10884,13946.598054145346
9380,12704.246385726787
5858,-36336.767467275204
5838,-57087.11797967844
7207,-6730.003551740287
2252,34649.833195045125
8034,51240.91447768244
19202,31587.319842389436
17208,-51654.65924366872
6095,1702.9051350923837
14388,20732.005622574157
16789,-9914.665407736844
18039,-38679.813149212976
15479,34990.711043824354
16421,-3751.7215202211955
13917,3728.865313390881
8495,62103.17875830142
16894,-37759.38011283113
39,121932.76877590915
13404,5901.860287183503
17514,11150.117350860033
603,-8226.232375337568
2213,-17456.163108293433
12351,1613.694199228572
9429,-63797.55702479265
9713,-820.5821015513502
7428,-10827.42075171799
18001,13330.383246606798
11196,20718.00157330942
9019,-31456.9533297671
1837,17439.574821218674
20155,-30984.217567095242
18826,-13234.104249416327
18196,-18282.44042143339
1773,101488.95432203345
9686,31025.527011125145
8019,-1066.3166862837097
16097,-11357.78519492672
9043,22118.822623341606
15331,38826.62516956788
9648,50222.086337022076
17544,-132915.501924947
11006,-112761.70474057656
9325,-21358.196581308148
8502,32861.0842526863
6527,-30901.50244935375
4126,14932.920486487623
11272,-5996.201911308715
13754,-8398.684213186847
8180,64340.42076640448
3812,4207.888237979554
8072,17726.249890336243
13117,-56809.6091066137
4157,-11690.866147995082
5992,7678.918473953847
7928,38162.234266428015
8646,44765.38315352856
13492,37239.38085957445
9459,23920.75796077188
9658,29807.925998159728
12600,-5346.720349959767
17142,-125515.2305926489
15024,-18892.40473096253
8405,-2420.178203338117
19145,53031.62015670186
3897,24885.010957367776
3925,-15330.70059049048
18360,19657.925960733788
20047,2562.614209965599
13449,8967.619993878325
3614,-12361.059537186113
10930,-5159.709832569759
6184,13995.594971782732
17016,-149392.37805917487
15473,14896.057063496817
15878,-75071.10899619112
15988,-49760.950324059115
5230,31667.138262728957
4779,1084.167879279732
9220,24371.91821774257
9989,-32711.692182518134
51,3542.3887532111694
9619,-28327.462253396458
16127,-152645.88884169498
1813,39530.18103063677
8296,21696.05417520844
17820,5689.096425819094
11670,56390.16580704646
10526,25060.841292812867
1870,-17361.748531424644
18419,17255.676486408833
11782,-57490.70576991915
15761,-96980.9708331229
1838,6168.913864178205
8279,-17205.36508851478
10226,3879.7036411360023
5464,-98440.65501684381
13142,19367.515419164687
11224,1098.4385073194571
7458,20134.23787815246
18724,9623.859071809275
12574,10822.195185050194
8076,-55262.69811937172
19126,-69300.87128064796
4948,23988.512236811133
10623,79364.7456392947
10161,102614.88998612078
75,-19473.505295092094
20472,30213.331714421947
10167,-124822.37601015472
11766,4503.265649939829
19862,4571.910042883537
14118,51515.354701097676
7190,6304.121898453872
2496,-8315.84198437538
6465,-28819.005159880093
6307,-25388.35326715678
8114,10330.402093713434
2493,5328.619968379469
15908,59583.989165704814
10458,7540.5482895227615
928,49227.26506302657
